id ,name,primary_type,secondary_type,hp,attack,defense,special_attack,special_defense,speed,evolution,is_baby,is_legendary,is_mythical,is_mega,generation,species
398,Staraptor,Normal,Flying,85,120,70,50,60,100,[],False,False,False,False,generation-iv,Staraptor
10308,Staraptor-Mega,Fighting,Flying,85,140,100,60,90,110,[],False,False,False,True,generation-iv,Staraptor
399,Bidoof,Normal,,59,45,40,35,40,31,['Bibarel'],False,False,False,False,generation-iv,Bidoof
400,Bibarel,Normal,Water,79,85,60,55,60,71,[],False,False,False,False,generation-iv,Bibarel
401,Kricketot,Bug,,37,25,41,25,41,25,['Kricketune'],False,False,False,False,generation-iv,Kricketot
402,Kricketune,Bug,,77,85,51,55,51,65,[],False,False,False,False,generation-iv,Kricketune
403,Shinx,Electric,,45,65,34,40,34,45,['Luxio'],False,False,False,False,generation-iv,Shinx
404,Luxio,Electric,,60,85,49,60,49,60,['Luxray'],False,False,False,False,generation-iv,Luxio
405,Luxray,Electric,,80,120,79,95,79,70,[],False,False,False,False,generation-iv,Luxray
406,Budew,Grass,Poison,40,30,35,50,70,55,['Roselia'],True,False,False,False,generation-iv,Budew
407,Roserade,Grass,Poison,60,70,65,125,105,90,[],False,False,False,False,generation-iv,Roserade
408,Cranidos,Rock,,67,125,40,30,30,58,['Rampardos'],False,False,False,False,generation-iv,Cranidos
409,Rampardos,Rock,,97,165,60,65,50,58,[],False,False,False,False,generation-iv,Rampardos
410,Shieldon,Rock,Steel,30,42,118,42,88,30,['Bastiodon'],False,False,False,False,generation-iv,Shieldon
411,Bastiodon,Rock,Steel,60,52,168,47,138,30,[],False,False,False,False,generation-iv,Bastiodon
412,Burmy,Bug,,40,29,45,29,45,36,"['Wormadam', 'Mothim']",False,False,False,False,generation-iv,Burmy
413,Wormadam-Plant,Bug,Grass,60,59,85,79,105,36,[],False,False,False,False,generation-iv,Wormadam
10004,Wormadam-Sandy,Bug,Ground,60,79,105,59,85,36,[],False,False,False,False,generation-iv,Wormadam
10005,Wormadam-Trash,Bug,Steel,60,69,95,69,95,36,[],False,False,False,False,generation-iv,Wormadam
414,Mothim,Bug,Flying,70,94,50,94,50,66,[],False,False,False,False,generation-iv,Mothim
415,Combee,Bug,Flying,30,30,42,30,42,70,['Vespiquen'],False,False,False,False,generation-iv,Combee
416,Vespiquen,Bug,Flying,70,80,102,80,102,40,[],False,False,False,False,generation-iv,Vespiquen
417,Pachirisu,Electric,,60,45,70,45,90,95,[],False,False,False,False,generation-iv,Pachirisu
418,Buizel,Water,,55,65,35,60,30,85,['Floatzel'],False,False,False,False,generation-iv,Buizel
419,Floatzel,Water,,85,105,55,85,50,115,[],False,False,False,False,generation-iv,Floatzel
420,Cherubi,Grass,,45,35,45,62,53,35,['Cherrim'],False,False,False,False,generation-iv,Cherubi
421,Cherrim,Grass,,70,60,70,87,78,85,[],False,False,False,False,generation-iv,Cherrim
422,Shellos,Water,,76,48,48,57,62,34,['Gastrodon'],False,False,False,False,generation-iv,Shellos
423,Gastrodon,Water,Ground,111,83,68,92,82,39,[],False,False,False,False,generation-iv,Gastrodon
424,Ambipom,Normal,,75,100,66,60,66,115,[],False,False,False,False,generation-iv,Ambipom
425,Drifloon,Ghost,Flying,90,50,34,60,44,70,['Drifblim'],False,False,False,False,generation-iv,Drifloon
426,Drifblim,Ghost,Flying,150,80,44,90,54,80,[],False,False,False,False,generation-iv,Drifblim
427,Buneary,Normal,,55,66,44,44,56,85,['Lopunny'],False,False,False,False,generation-iv,Buneary
428,Lopunny,Normal,,65,76,84,54,96,105,[],False,False,False,False,generation-iv,Lopunny
10088,Lopunny-Mega,Normal,Fighting,65,136,94,54,96,135,[],False,False,False,True,generation-iv,Lopunny
429,Mismagius,Ghost,,60,60,60,105,105,105,[],False,False,False,False,generation-iv,Mismagius
430,Honchkrow,Dark,Flying,100,125,52,105,52,71,[],False,False,False,False,generation-iv,Honchkrow
431,Glameow,Normal,,49,55,42,42,37,85,['Purugly'],False,False,False,False,generation-iv,Glameow
432,Purugly,Normal,,71,82,64,64,59,112,[],False,False,False,False,generation-iv,Purugly
433,Chingling,Psychic,,45,30,50,65,50,45,['Chimecho'],True,False,False,False,generation-iv,Chingling
434,Stunky,Poison,Dark,63,63,47,41,41,74,['Skuntank'],False,False,False,False,generation-iv,Stunky
435,Skuntank,Poison,Dark,103,93,67,71,61,84,[],False,False,False,False,generation-iv,Skuntank
436,Bronzor,Steel,Psychic,57,24,86,24,86,23,['Bronzong'],False,False,False,False,generation-iv,Bronzor
437,Bronzong,Steel,Psychic,67,89,116,79,116,33,[],False,False,False,False,generation-iv,Bronzong
438,Bonsly,Rock,,50,80,95,10,45,10,['Sudowoodo'],True,False,False,False,generation-iv,Bonsly
439,Mime-Jr,Psychic,Fairy,20,25,45,70,90,60,['Mr-Mime'],True,False,False,False,generation-iv,Mime-Jr
440,Happiny,Normal,,100,5,5,15,65,30,['Chansey'],True,False,False,False,generation-iv,Happiny
441,Chatot,Normal,Flying,76,65,45,92,42,91,[],False,False,False,False,generation-iv,Chatot
442,Spiritomb,Ghost,Dark,50,92,108,92,108,35,[],False,False,False,False,generation-iv,Spiritomb
443,Gible,Dragon,Ground,58,70,45,40,45,42,['Gabite'],False,False,False,False,generation-iv,Gible
444,Gabite,Dragon,Ground,68,90,65,50,55,82,['Garchomp'],False,False,False,False,generation-iv,Gabite
445,Garchomp,Dragon,Ground,108,130,95,80,85,102,[],False,False,False,False,generation-iv,Garchomp
10058,Garchomp-Mega,Dragon,Ground,108,170,115,120,95,92,[],False,False,False,True,generation-iv,Garchomp
10309,Garchomp-Mega-Z,Dragon,,108,130,85,141,85,151,[],False,False,False,True,generation-iv,Garchomp
446,Munchlax,Normal,,135,85,40,40,85,5,['Snorlax'],True,False,False,False,generation-iv,Munchlax
447,Riolu,Fighting,,40,70,40,35,40,60,['Lucario'],True,False,False,False,generation-iv,Riolu
448,Lucario,Fighting,Steel,70,110,70,115,70,90,[],False,False,False,False,generation-iv,Lucario
10059,Lucario-Mega,Fighting,Steel,70,145,88,140,70,112,[],False,False,False,True,generation-iv,Lucario
10310,Lucario-Mega-Z,Fighting,Steel,70,100,70,164,70,151,[],False,False,False,True,generation-iv,Lucario
449,Hippopotas,Ground,,68,72,78,38,42,32,['Hippowdon'],False,False,False,False,generation-iv,Hippopotas
450,Hippowdon,Ground,,108,112,118,68,72,47,[],False,False,False,False,generation-iv,Hippowdon
451,Skorupi,Poison,Bug,40,50,90,30,55,65,['Drapion'],False,False,False,False,generation-iv,Skorupi
452,Drapion,Poison,Dark,70,90,110,60,75,95,[],False,False,False,False,generation-iv,Drapion
453,Croagunk,Poison,Fighting,48,61,40,61,40,50,['Toxicroak'],False,False,False,False,generation-iv,Croagunk
454,Toxicroak,Poison,Fighting,83,106,65,86,65,85,[],False,False,False,False,generation-iv,Toxicroak
455,Carnivine,Grass,,74,100,72,90,72,46,[],False,False,False,False,generation-iv,Carnivine
456,Finneon,Water,,49,49,56,49,61,66,['Lumineon'],False,False,False,False,generation-iv,Finneon
457,Lumineon,Water,,69,69,76,69,86,91,[],False,False,False,False,generation-iv,Lumineon
458,Mantyke,Water,Flying,45,20,50,60,120,50,['Mantine'],True,False,False,False,generation-iv,Mantyke
459,Snover,Grass,Ice,60,62,50,62,60,40,['Abomasnow'],False,False,False,False,generation-iv,Snover
460,Abomasnow,Grass,Ice,90,92,75,92,85,60,[],False,False,False,False,generation-iv,Abomasnow
10060,Abomasnow-Mega,Grass,Ice,90,132,105,132,105,30,[],False,False,False,True,generation-iv,Abomasnow
461,Weavile,Dark,Ice,70,120,65,45,85,125,[],False,False,False,False,generation-iv,Weavile
462,Magnezone,Electric,Steel,70,70,115,130,90,60,[],False,False,False,False,generation-iv,Magnezone
463,Lickilicky,Normal,,110,85,95,80,95,50,[],False,False,False,False,generation-iv,Lickilicky
464,Rhyperior,Ground,Rock,115,140,130,55,55,40,[],False,False,False,False,generation-iv,Rhyperior
465,Tangrowth,Grass,,100,100,125,110,50,50,[],False,False,False,False,generation-iv,Tangrowth
466,Electivire,Electric,,75,123,67,95,85,95,[],False,False,False,False,generation-iv,Electivire
467,Magmortar,Fire,,75,95,67,125,95,83,[],False,False,False,False,generation-iv,Magmortar
468,Togekiss,Fairy,Flying,85,50,95,120,115,80,[],False,False,False,False,generation-iv,Togekiss
469,Yanmega,Bug,Flying,86,76,86,116,56,95,[],False,False,False,True,generation-iv,Yanmega
470,Leafeon,Grass,,65,110,130,60,65,95,[],False,False,False,False,generation-iv,Leafeon
471,Glaceon,Ice,,65,60,110,130,95,65,[],False,False,False,False,generation-iv,Glaceon
472,Gliscor,Ground,Flying,75,95,125,45,75,95,[],False,False,False,False,generation-iv,Gliscor
473,Mamoswine,Ice,Ground,110,130,80,70,60,80,[],False,False,False,False,generation-iv,Mamoswine
474,Porygon-Z,Normal,,85,80,70,135,75,90,[],False,False,False,False,generation-iv,Porygon-Z
475,Gallade,Psychic,Fighting,68,125,65,65,115,80,[],False,False,False,False,generation-iv,Gallade
10068,Gallade-Mega,Psychic,Fighting,68,165,95,65,115,110,[],False,False,False,True,generation-iv,Gallade
476,Probopass,Rock,Steel,60,55,145,75,150,40,[],False,False,False,False,generation-iv,Probopass
477,Dusknoir,Ghost,,45,100,135,65,135,45,[],False,False,False,False,generation-iv,Dusknoir
478,Froslass,Ice,Ghost,70,80,70,80,70,110,[],False,False,False,False,generation-iv,Froslass
10285,Froslass-Mega,Ice,Ghost,70,80,70,140,100,120,[],False,False,False,True,generation-iv,Froslass
479,Rotom,Electric,Ghost,50,50,77,95,77,91,[],False,False,False,False,generation-iv,Rotom
10008,Rotom-Heat,Electric,Fire,50,65,107,105,107,86,[],False,False,False,False,generation-iv,Rotom
10009,Rotom-Wash,Electric,Water,50,65,107,105,107,86,[],False,False,False,False,generation-iv,Rotom
10010,Rotom-Frost,Electric,Ice,50,65,107,105,107,86,[],False,False,False,False,generation-iv,Rotom
10011,Rotom-Fan,Electric,Flying,50,65,107,105,107,86,[],False,False,False,False,generation-iv,Rotom
10012,Rotom-Mow,Electric,Grass,50,65,107,105,107,86,[],False,False,False,False,generation-iv,Rotom
480,Uxie,Psychic,,75,75,130,75,130,95,[],False,True,False,False,generation-iv,Uxie
481,Mesprit,Psychic,,80,105,105,105,105,80,[],False,True,False,False,generation-iv,Mesprit
482,Azelf,Psychic,,75,125,70,125,70,115,[],False,True,False,False,generation-iv,Azelf
483,Dialga,Steel,Dragon,100,120,120,150,100,90,[],False,True,False,False,generation-iv,Dialga
10245,Dialga-Origin,Steel,Dragon,100,100,120,150,120,90,[],False,True,False,False,generation-iv,Dialga
484,Palkia,Water,Dragon,90,120,100,150,120,100,[],False,True,False,False,generation-iv,Palkia
10246,Palkia-Origin,Water,Dragon,90,100,100,150,120,120,[],False,True,False,False,generation-iv,Palkia
485,Heatran,Fire,Steel,91,90,106,130,106,77,[],False,True,False,False,generation-iv,Heatran
10311,Heatran-Mega,Fire,Steel,91,120,106,175,141,67,[],False,True,False,True,generation-iv,Heatran
486,Regigigas,Normal,,110,160,110,80,110,100,[],False,True,False,False,generation-iv,Regigigas
487,Giratina-Altered,Ghost,Dragon,150,100,120,100,120,90,[],False,True,False,False,generation-iv,Giratina
10007,Giratina-Origin,Ghost,Dragon,150,120,100,120,100,90,[],False,True,False,False,generation-iv,Giratina
488,Cresselia,Psychic,,120,70,110,75,120,85,[],False,True,False,False,generation-iv,Cresselia
489,Phione,Water,,80,80,80,80,80,80,['Manaphy'],False,False,True,False,generation-iv,Phione
490,Manaphy,Water,,100,100,100,100,100,100,[],False,False,True,False,generation-iv,Manaphy
491,Darkrai,Dark,,70,90,90,135,90,125,[],False,False,True,False,generation-iv,Darkrai
10312,Darkrai-Mega,Dark,,70,120,130,165,130,85,[],False,False,True,True,generation-iv,Darkrai
492,Shaymin-Land,Grass,,100,100,100,100,100,100,[],False,False,True,False,generation-iv,Shaymin
10006,Shaymin-Sky,Grass,Flying,100,103,75,120,75,127,[],False,False,True,False,generation-iv,Shaymin
493,Arceus,Normal,,120,120,120,120,120,120,[],False,False,True,False,generation-iv,Arceus
494,Victini,Psychic,Fire,100,100,100,100,100,100,[],False,False,True,False,generation-v,Victini
495,Snivy,Grass,,45,45,55,45,55,63,['Servine'],False,False,False,False,generation-v,Snivy
496,Servine,Grass,,60,60,75,60,75,83,['Serperior'],False,False,False,False,generation-v,Servine
497,Serperior,Grass,,75,75,95,75,95,113,[],False,False,False,False,generation-v,Serperior
498,Tepig,Fire,,65,63,45,45,45,45,['Pignite'],False,False,False,False,generation-v,Tepig
499,Pignite,Fire,Fighting,90,93,55,70,55,55,['Emboar'],False,False,False,False,generation-v,Pignite
500,Emboar,Fire,Fighting,110,123,65,100,65,65,[],False,False,False,False,generation-v,Emboar
10286,Emboar-Mega,Fire,Fighting,110,148,75,110,110,75,[],False,False,False,True,generation-v,Emboar
501,Oshawott,Water,,55,55,45,63,45,45,['Dewott'],False,False,False,False,generation-v,Oshawott
502,Dewott,Water,,75,75,60,83,60,60,['Samurott'],False,False,False,False,generation-v,Dewott
503,Samurott,Water,,95,100,85,108,70,70,[],False,False,False,False,generation-v,Samurott
10236,Samurott-Hisui,Water,Dark,90,108,80,100,65,85,[],False,False,False,False,generation-v,Samurott
504,Patrat,Normal,,45,55,39,35,39,42,['Watchog'],False,False,False,False,generation-v,Patrat
505,Watchog,Normal,,60,85,69,60,69,77,[],False,False,False,False,generation-v,Watchog
506,Lillipup,Normal,,45,60,45,25,45,55,['Herdier'],False,False,False,False,generation-v,Lillipup
507,Herdier,Normal,,65,80,65,35,65,60,['Stoutland'],False,False,False,False,generation-v,Herdier
508,Stoutland,Normal,,85,110,90,45,90,80,[],False,False,False,False,generation-v,Stoutland
509,Purrloin,Dark,,41,50,37,50,37,66,['Liepard'],False,False,False,False,generation-v,Purrloin
510,Liepard,Dark,,64,88,50,88,50,106,[],False,False,False,False,generation-v,Liepard
511,Pansage,Grass,,50,53,48,53,48,64,['Simisage'],False,False,False,False,generation-v,Pansage
512,Simisage,Grass,,75,98,63,98,63,101,[],False,False,False,False,generation-v,Simisage
513,Pansear,Fire,,50,53,48,53,48,64,['Simisear'],False,False,False,False,generation-v,Pansear
514,Simisear,Fire,,75,98,63,98,63,101,[],False,False,False,False,generation-v,Simisear
515,Panpour,Water,,50,53,48,53,48,64,['Simipour'],False,False,False,False,generation-v,Panpour
516,Simipour,Water,,75,98,63,98,63,101,[],False,False,False,False,generation-v,Simipour
517,Munna,Psychic,,76,25,45,67,55,24,['Musharna'],False,False,False,False,generation-v,Munna
518,Musharna,Psychic,,116,55,85,107,95,29,[],False,False,False,False,generation-v,Musharna
519,Pidove,Normal,Flying,50,55,50,36,30,43,['Tranquill'],False,False,False,False,generation-v,Pidove
520,Tranquill,Normal,Flying,62,77,62,50,42,65,['Unfezant'],False,False,False,False,generation-v,Tranquill
521,Unfezant,Normal,Flying,80,115,80,65,55,93,[],False,False,False,False,generation-v,Unfezant
522,Blitzle,Electric,,45,60,32,50,32,76,['Zebstrika'],False,False,False,False,generation-v,Blitzle
523,Zebstrika,Electric,,75,100,63,80,63,116,[],False,False,False,False,generation-v,Zebstrika
524,Roggenrola,Rock,,55,75,85,25,25,15,['Boldore'],False,False,False,False,generation-v,Roggenrola
525,Boldore,Rock,,70,105,105,50,40,20,['Gigalith'],False,False,False,False,generation-v,Boldore
526,Gigalith,Rock,,85,135,130,60,80,25,[],False,False,False,False,generation-v,Gigalith
527,Woobat,Psychic,Flying,65,45,43,55,43,72,['Swoobat'],False,False,False,False,generation-v,Woobat
528,Swoobat,Psychic,Flying,67,57,55,77,55,114,[],False,False,False,False,generation-v,Swoobat
529,Drilbur,Ground,,60,85,40,30,45,68,['Excadrill'],False,False,False,False,generation-v,Drilbur
530,Excadrill,Ground,Steel,110,135,60,50,65,88,[],False,False,False,False,generation-v,Excadrill
10287,Excadrill-Mega,Ground,Steel,110,165,100,65,65,103,[],False,False,False,True,generation-v,Excadrill
531,Audino,Normal,,103,60,86,60,86,50,[],False,False,False,False,generation-v,Audino
10069,Audino-Mega,Normal,Fairy,103,60,126,80,126,50,[],False,False,False,True,generation-v,Audino
532,Timburr,Fighting,,75,80,55,25,35,35,['Gurdurr'],False,False,False,False,generation-v,Timburr
533,Gurdurr,Fighting,,85,105,85,40,50,40,['Conkeldurr'],False,False,False,False,generation-v,Gurdurr
534,Conkeldurr,Fighting,,105,140,95,55,65,45,[],False,False,False,False,generation-v,Conkeldurr
535,Tympole,Water,,50,50,40,50,40,64,['Palpitoad'],False,False,False,False,generation-v,Tympole
536,Palpitoad,Water,Ground,75,65,55,65,55,69,['Seismitoad'],False,False,False,False,generation-v,Palpitoad
537,Seismitoad,Water,Ground,105,95,75,85,75,74,[],False,False,False,False,generation-v,Seismitoad
538,Throh,Fighting,,120,100,85,30,85,45,[],False,False,False,False,generation-v,Throh
539,Sawk,Fighting,,75,125,75,30,75,85,[],False,False,False,False,generation-v,Sawk
540,Sewaddle,Bug,Grass,45,53,70,40,60,42,['Swadloon'],False,False,False,False,generation-v,Sewaddle
541,Swadloon,Bug,Grass,55,63,90,50,80,42,['Leavanny'],False,False,False,False,generation-v,Swadloon
542,Leavanny,Bug,Grass,75,103,80,70,80,92,[],False,False,False,False,generation-v,Leavanny
543,Venipede,Bug,Poison,30,45,59,30,39,57,['Whirlipede'],False,False,False,False,generation-v,Venipede
544,Whirlipede,Bug,Poison,40,55,99,40,79,47,['Scolipede'],False,False,False,False,generation-v,Whirlipede
545,Scolipede,Bug,Poison,60,100,89,55,69,112,[],False,False,False,False,generation-v,Scolipede
10288,Scolipede-Mega,Bug,Poison,60,140,149,75,99,62,[],False,False,False,True,generation-v,Scolipede
546,Cottonee,Grass,Fairy,40,27,60,37,50,66,['Whimsicott'],False,False,False,False,generation-v,Cottonee
547,Whimsicott,Grass,Fairy,60,67,85,77,75,116,[],False,False,False,False,generation-v,Whimsicott
548,Petilil,Grass,,45,35,50,70,50,30,['Lilligant'],False,False,False,False,generation-v,Petilil
549,Lilligant,Grass,,70,60,75,110,75,90,[],False,False,False,False,generation-v,Lilligant
10237,Lilligant-Hisui,Grass,Fighting,70,105,75,50,75,105,[],False,False,False,False,generation-v,Lilligant
550,Basculin-Red-Striped,Water,,70,92,65,80,55,98,['Basculegion'],False,False,False,False,generation-v,Basculin
10016,Basculin-Blue-Striped,Water,,70,92,65,80,55,98,['Basculegion'],False,False,False,False,generation-v,Basculin
10247,Basculin-White-Striped,Water,,70,92,65,80,55,98,['Basculegion'],False,False,False,False,generation-v,Basculin
551,Sandile,Ground,Dark,50,72,35,35,35,65,['Krokorok'],False,False,False,False,generation-v,Sandile
552,Krokorok,Ground,Dark,60,82,45,45,45,74,['Krookodile'],False,False,False,False,generation-v,Krokorok
553,Krookodile,Ground,Dark,95,117,80,65,70,92,[],False,False,False,False,generation-v,Krookodile
554,Darumaka,Fire,,70,90,45,15,45,50,['Darmanitan'],False,False,False,False,generation-v,Darumaka
10176,Darumaka-Galar,Ice,,70,90,45,15,45,50,['Darmanitan'],False,False,False,False,generation-v,Darumaka
555,Darmanitan-Standard,Fire,,105,140,55,30,55,95,[],False,False,False,False,generation-v,Darmanitan
10017,Darmanitan-Zen,Fire,Psychic,105,30,105,140,105,55,[],False,False,False,False,generation-v,Darmanitan
10177,Darmanitan-Galar-Standard,Ice,,105,140,55,30,55,95,[],False,False,False,False,generation-v,Darmanitan
10178,Darmanitan-Galar-Zen,Ice,Fire,105,160,55,30,55,135,[],False,False,False,False,generation-v,Darmanitan
556,Maractus,Grass,,75,86,67,106,67,60,[],False,False,False,False,generation-v,Maractus
557,Dwebble,Bug,Rock,50,65,85,35,35,55,['Crustle'],False,False,False,False,generation-v,Dwebble
558,Crustle,Bug,Rock,70,105,125,65,75,45,[],False,False,False,False,generation-v,Crustle
559,Scraggy,Dark,Fighting,50,75,70,35,70,48,['Scrafty'],False,False,False,False,generation-v,Scraggy
560,Scrafty,Dark,Fighting,65,90,115,45,115,58,[],False,False,False,False,generation-v,Scrafty
10289,Scrafty-Mega,Dark,Fighting,65,130,135,55,135,68,[],False,False,False,True,generation-v,Scrafty
561,Sigilyph,Psychic,Flying,72,58,80,103,80,97,[],False,False,False,False,generation-v,Sigilyph
562,Yamask,Ghost,,38,30,85,55,65,30,"['Cofagrigus', 'Runerigus']",False,False,False,False,generation-v,Yamask
10179,Yamask-Galar,Ground,Ghost,38,55,85,30,65,30,"['Cofagrigus', 'Runerigus']",False,False,False,False,generation-v,Yamask
563,Cofagrigus,Ghost,,58,50,145,95,105,30,[],False,False,False,False,generation-v,Cofagrigus
564,Tirtouga,Water,Rock,54,78,103,53,45,22,['Carracosta'],False,False,False,False,generation-v,Tirtouga
565,Carracosta,Water,Rock,74,108,133,83,65,32,[],False,False,False,False,generation-v,Carracosta
566,Archen,Rock,Flying,55,112,45,74,45,70,['Archeops'],False,False,False,False,generation-v,Archen
567,Archeops,Rock,Flying,75,140,65,112,65,110,[],False,False,False,False,generation-v,Archeops
568,Trubbish,Poison,,50,50,62,40,62,65,['Garbodor'],False,False,False,False,generation-v,Trubbish
569,Garbodor,Poison,,80,95,82,60,82,75,[],False,False,False,False,generation-v,Garbodor
10207,Garbodor-Gmax,Poison,,80,95,82,60,82,75,[],False,False,False,False,generation-v,Garbodor
570,Zorua,Dark,,40,65,40,80,40,65,['Zoroark'],False,False,False,False,generation-v,Zorua
10238,Zorua-Hisui,Normal,Ghost,35,60,40,85,40,70,['Zoroark'],False,False,False,False,generation-v,Zorua
571,Zoroark,Dark,,60,105,60,120,60,105,[],False,False,False,False,generation-v,Zoroark
10239,Zoroark-Hisui,Normal,Ghost,55,100,60,125,60,110,[],False,False,False,False,generation-v,Zoroark
572,Minccino,Normal,,55,50,40,40,40,75,['Cinccino'],False,False,False,False,generation-v,Minccino
573,Cinccino,Normal,,75,95,60,65,60,115,[],False,False,False,False,generation-v,Cinccino
574,Gothita,Psychic,,45,30,50,55,65,45,['Gothorita'],False,False,False,False,generation-v,Gothita
575,Gothorita,Psychic,,60,45,70,75,85,55,['Gothitelle'],False,False,False,False,generation-v,Gothorita
576,Gothitelle,Psychic,,70,55,95,95,110,65,[],False,False,False,False,generation-v,Gothitelle
577,Solosis,Psychic,,45,30,40,105,50,20,['Duosion'],False,False,False,False,generation-v,Solosis
578,Duosion,Psychic,,65,40,50,125,60,30,['Reuniclus'],False,False,False,False,generation-v,Duosion
579,Reuniclus,Psychic,,110,65,75,125,85,30,[],False,False,False,False,generation-v,Reuniclus
580,Ducklett,Water,Flying,62,44,50,44,50,55,['Swanna'],False,False,False,False,generation-v,Ducklett
581,Swanna,Water,Flying,75,87,63,87,63,98,[],False,False,False,False,generation-v,Swanna
582,Vanillite,Ice,,36,50,50,65,60,44,['Vanillish'],False,False,False,False,generation-v,Vanillite
583,Vanillish,Ice,,51,65,65,80,75,59,['Vanilluxe'],False,False,False,False,generation-v,Vanillish
584,Vanilluxe,Ice,,71,95,85,110,95,79,[],False,False,False,False,generation-v,Vanilluxe
585,Deerling,Normal,Grass,60,60,50,40,50,75,['Sawsbuck'],False,False,False,False,generation-v,Deerling
586,Sawsbuck,Normal,Grass,80,100,70,60,70,95,[],False,False,False,False,generation-v,Sawsbuck
587,Emolga,Electric,Flying,55,75,60,75,60,103,[],False,False,False,False,generation-v,Emolga
588,Karrablast,Bug,,50,75,45,40,45,60,['Escavalier'],False,False,False,False,generation-v,Karrablast
589,Escavalier,Bug,Steel,70,135,105,60,105,20,[],False,False,False,False,generation-v,Escavalier
590,Foongus,Grass,Poison,69,55,45,55,55,15,['Amoonguss'],False,False,False,False,generation-v,Foongus
591,Amoonguss,Grass,Poison,114,85,70,85,80,30,[],False,False,False,False,generation-v,Amoonguss
592,Frillish,Water,Ghost,55,40,50,65,85,40,['Jellicent'],False,False,False,False,generation-v,Frillish
593,Jellicent,Water,Ghost,100,60,70,85,105,60,[],False,False,False,False,generation-v,Jellicent
594,Alomomola,Water,,165,75,80,40,45,65,[],False,False,False,False,generation-v,Alomomola
595,Joltik,Bug,Electric,50,47,50,57,50,65,['Galvantula'],False,False,False,False,generation-v,Joltik
596,Galvantula,Bug,Electric,70,77,60,97,60,108,[],False,False,False,False,generation-v,Galvantula
597,Ferroseed,Grass,Steel,44,50,91,24,86,10,['Ferrothorn'],False,False,False,False,generation-v,Ferroseed
598,Ferrothorn,Grass,Steel,74,94,131,54,116,20,[],False,False,False,False,generation-v,Ferrothorn
599,Klink,Steel,,40,55,70,45,60,30,['Klang'],False,False,False,False,generation-v,Klink
600,Klang,Steel,,60,80,95,70,85,50,['Klinklang'],False,False,False,False,generation-v,Klang
601,Klinklang,Steel,,60,100,115,70,85,90,[],False,False,False,False,generation-v,Klinklang
602,Tynamo,Electric,,35,55,40,45,40,60,['Eelektrik'],False,False,False,False,generation-v,Tynamo
603,Eelektrik,Electric,,65,85,70,75,70,40,['Eelektross'],False,False,False,False,generation-v,Eelektrik
604,Eelektross,Electric,,85,115,80,105,80,50,[],False,False,False,False,generation-v,Eelektross
10290,Eelektross-Mega,Electric,,85,145,80,135,90,80,[],False,False,False,True,generation-v,Eelektross
605,Elgyem,Psychic,,55,55,55,85,55,30,['Beheeyem'],False,False,False,False,generation-v,Elgyem
606,Beheeyem,Psychic,,75,75,75,125,95,40,[],False,False,False,False,generation-v,Beheeyem
607,Litwick,Ghost,Fire,50,30,55,65,55,20,['Lampent'],False,False,False,False,generation-v,Litwick
608,Lampent,Ghost,Fire,60,40,60,95,60,55,['Chandelure'],False,False,False,False,generation-v,Lampent
609,Chandelure,Ghost,Fire,60,55,90,145,90,80,[],False,False,False,False,generation-v,Chandelure
10291,Chandelure-Mega,Ghost,Fire,60,75,110,175,110,90,[],False,False,False,True,generation-v,Chandelure
610,Axew,Dragon,,46,87,60,30,40,57,['Fraxure'],False,False,False,False,generation-v,Axew
611,Fraxure,Dragon,,66,117,70,40,50,67,['Haxorus'],False,False,False,False,generation-v,Fraxure
612,Haxorus,Dragon,,76,147,90,60,70,97,[],False,False,False,False,generation-v,Haxorus
613,Cubchoo,Ice,,55,70,40,60,40,40,['Beartic'],False,False,False,False,generation-v,Cubchoo
614,Beartic,Ice,,95,130,80,70,80,50,[],False,False,False,False,generation-v,Beartic
615,Cryogonal,Ice,,80,50,50,95,135,105,[],False,False,False,False,generation-v,Cryogonal
616,Shelmet,Bug,,50,40,85,40,65,25,['Accelgor'],False,False,False,False,generation-v,Shelmet
617,Accelgor,Bug,,80,70,40,100,60,145,[],False,False,False,False,generation-v,Accelgor
618,Stunfisk,Ground,Electric,109,66,84,81,99,32,[],False,False,False,False,generation-v,Stunfisk
10180,Stunfisk-Galar,Ground,Steel,109,81,99,66,84,32,[],False,False,False,False,generation-v,Stunfisk
619,Mienfoo,Fighting,,45,85,50,55,50,65,['Mienshao'],False,False,False,False,generation-v,Mienfoo
620,Mienshao,Fighting,,65,125,60,95,60,105,[],False,False,False,False,generation-v,Mienshao
621,Druddigon,Dragon,,77,120,90,60,90,48,[],False,False,False,False,generation-v,Druddigon
622,Golett,Ground,Ghost,59,74,50,35,50,35,['Golurk'],False,False,False,False,generation-v,Golett
623,Golurk,Ground,Ghost,89,124,80,55,80,55,[],False,False,False,False,generation-v,Golurk
10313,Golurk-Mega,Ground,Ghost,89,159,105,70,105,55,[],False,False,False,True,generation-v,Golurk
624,Pawniard,Dark,Steel,45,85,70,40,40,60,['Bisharp'],False,False,False,False,generation-v,Pawniard
625,Bisharp,Dark,Steel,65,125,100,60,70,70,['Kingambit'],False,False,False,False,generation-v,Bisharp
626,Bouffalant,Normal,,95,110,95,40,95,55,[],False,False,False,False,generation-v,Bouffalant
